Gene Symbol	Entrez ID	Uniprot ID	Ensembl ID	DOID	Source	Disease Name	DOID Source
WT1	7490	W5S707	ENSG00000184937	DOID:3764	HPO	Denys-Drash syndrome	Xref -> OMIM
COL11A1	1301	A0A2R8Y4M5	ENSG00000060718	None	HPO	None	None
STK11	6794	K7EMR0	ENSG00000118046	DOID:3852	HPO	Peutz-Jeghers syndrome	Xref -> UMLS
PDGFRB	5159	E5RII0	ENSG00000113721	DOID:0060230	HPO	Bilateral striopallidodentate calcinosis	Xref -> UMLS
CASR	846	Q2F3K6	ENSG00000036828	None	HPO	None	None
BLK	640	E9PJX5	ENSG00000136573	DOID:0111109	HPO	maturity-onset diabetes of the young type 11	Xref -> OMIM
PRDM16	63976	D6RDW0	ENSG00000142611	DOID:9008472	HPO	Left Ventricular Noncompaction 8	Xref -> OMIM
HLA-DQB1	3119	A0A899LBW1	ENSG00000179344	DOID:8986	HPO	Narcolepsy type 2	DiseaseName -> Typesense, 67%
PUS1	80324	A0A024RBS6	ENSG00000177192	DOID:0111185	HPO	myopathy, lactic acidosis, and sideroblastic anemia 1	Xref -> OMIM
EIF5A	1984	I3L504	ENSG00000132507	DOID:9003915	HPO	Faundes-Banka Syndrome	Xref -> OMIM
WDR11	55717	S4R3Z0	ENSG00000120008	DOID:0090078	HPO	hypogonadotropic hypogonadism 7 with or without anosmia	Xref -> OMIM
COL5A2	1290	A0A3B3IRH9	ENSG00000204262	DOID:0080726	HPO	Ehlers-Danlos syndrome classic type 2	Xref -> OMIM
ERCC1	2067	P07992	ENSG00000012061	None	HPO	None	None
TAB2	23118	Q9NYJ8	ENSG00000055208	None	HPO	None	None
COL4A1	1282	P02462	ENSG00000187498	DOID:9003529	HPO	HANAC syndrome	Xref -> OMIM
ACTA1	58	P68133	ENSG00000143632	DOID:3191	HPO	Severe congenital nemaline myopathy	Xref -> OMIM
GAA	2548	A0A024R8Q1	ENSG00000171298	DOID:2752	HPO	glycogen storage disease II	Xref -> OMIM
RET	5979	A0A1W2PSA1	ENSG00000165731	None	HPO	None	None
DUOX2	50506	A0A0A8J2J0	ENSG00000140279	DOID:0050328	HPO	Genetic transient congenital hypothyroidism	DiseaseName -> Typesense, 50%
BMPR2	659	Q13873	ENSG00000204217	DOID:14557	HPO	Primary pulmonary hypertension	Xref -> OMIM
STX1B	112755	P61266	ENSG00000099365	DOID:0111301	HPO	generalized epilepsy with febrile seizures plus 9	Xref -> OMIM
GLI3	2737	A0A024RA92	ENSG00000106571	None	HPO	None	None
KIF5A	3798	A0A6Q8PHA9	ENSG00000155980	DOID:9009136	HPO	Amyotrophic Lateral Sclerosis Type 25	Xref -> OMIM
CPT2	1376	P23786	ENSG00000157184	DOID:936	HPO	brain disease	Xref -> OMIM
SIX6	4990	A0A0H3W5H1	ENSG00000184302	DOID:0080635	HPO	optic disc anomalies with retinal and/or macular dystrophy	Xref -> OMIM
TCF12	6938	H0YNQ5	ENSG00000140262	None	HPO	None	None
PYGL	5836	Q6P1L4	ENSG00000100504	DOID:2754	HPO	Glycogen storage disease due to liver glycogen phosphorylase deficiency	Xref -> UMLS
SOS1	6654	G5E9C8	ENSG00000115904	DOID:0060582	HPO	Noonan syndrome 4	Xref -> OMIM
C5	727	P01031	ENSG00000106804	DOID:8158	HPO	complement component 5 deficiency	Xref -> OMIM
KRT83	3889	P78385	ENSG00000170523	DOID:0050472	HPO	monilethrix	Xref -> OMIM
PRPH2	5961	P23942	ENSG00000112619	DOID:11105	HPO	Retinitis punctata albescens	Xref -> UMLS
SLC13A3	64849	Q8WWT9	ENSG00000158296	DOID:9000912	HPO	Acute Reversible Leukoencephalopathy with Increased Urinary Alpha-ketoglutarate	Xref -> OMIM
GP1BB	2812	F1C636	ENSG00000203618	None	HPO	None	None
ELANE	1991	P08246	ENSG00000197561	DOID:5339	HPO	cyclic hematopoiesis	Xref -> OMIM
GALT	2592	D1MBF5	ENSG00000213930	DOID:0111459	HPO	classic galactosemia	Xref -> OMIM
TCF20	6942	A0A6Q8PH68	ENSG00000100207	DOID:0060307	HPO	Non-specific syndromic intellectual disability	Xref -> OMIM
MAT1A	4143	B1ANE6	ENSG00000151224	DOID:0050544	HPO	hypermethioninemia	Xref -> OMIM
CDKN2A	1029	K7ES20	ENSG00000147889	DOID:6846	HPO	familial melanoma	Xref -> OMIM
CCT5	22948	D6RIZ7	ENSG00000150753	DOID:9000572	HPO	Hereditary Sensory Neuropathy with Spastic Paraplegia, Autosomal Recessive	Xref -> OMIM
SNRPN	6638	J3QLE5	ENSG00000128739	None	HPO	None	None
RAB3GAP2	25782	Q9H2M9	ENSG00000118873	DOID:0110717	HPO	Warburg micro syndrome 2	Xref -> OMIM
PIK3C2A	5286	O00443	ENSG00000011405	DOID:9006582	HPO	Oculocerebrodental syndrome	Xref -> OMIM
INPP5E	56623	A0A6Q8PH37	ENSG00000148384	DOID:0110980	HPO	Joubert syndrome 1	Xref -> OMIM
LSS	4047	P48449	ENSG00000160285	DOID:0080950	HPO	alopecia-mental retardation syndrome 4	Xref -> OMIM
BMPER	168667	A0A3B3IRQ4	ENSG00000164619	None	HPO	None	None
NR3C1	2908	L8E9L6	ENSG00000113580	DOID:9008669	HPO	Generalized glucocorticoid resistance syndrome	Xref -> OMIM
EPB41L1	2036	A0A0C4DH22	ENSG00000088367	DOID:0070041	HPO	Autosomal dominant non-syndromic intellectual disability 11	Xref -> OMIM
ARVCF	421	O00192	ENSG00000099889	None	HPO	None	None
RPL35	11224	P42766	ENSG00000136942	DOID:0111886	HPO	Diamond-Blackfan anemia 19	Xref -> OMIM
NQO2	4835	Q5TD07	ENSG00000124588	DOID:1612	HPO	breast cancer	Xref -> OMIM
PPM1D	8493	A0A0S2Z4M2	ENSG00000170836	DOID:9004839	HPO	INTELLECTUAL DEVELOPMENTAL DISORDER WITH GASTROINTESTINAL DIFFICULTIES AND HIGH PAIN THRESHOLD	Xref -> OMIM
JAK3	3718	A0A0S2Z485	ENSG00000105639	DOID:9003214	HPO	T-B+ severe combined immunodeficiency due to JAK3 deficiency	Xref -> OMIM
ERBB2	2064	Q4H1F2	ENSG00000141736	DOID:9003774	HPO	VISCERAL NEUROPATHY, FAMILIAL, 2, AUTOSOMAL RECESSIVE	Xref -> OMIM
GLI1	2735	T2HQN2	ENSG00000111087	DOID:9004978	HPO	Preaxial Polydactyly I	Xref -> OMIM
HOXD10	3236	P28358	ENSG00000128710	DOID:0111568	HPO	congenital vertical talus	Xref -> OMIM
MAP3K7	6885	O43318	ENSG00000135341	DOID:9000890	HPO	Mitral Regurgitation, Conductive Deafness, and Fusion of Cervical Vertebrae and of Carpal and Tarsal Bones	Xref -> OMIM
ARG1	383	A0A5F9ZGN6	ENSG00000118520	DOID:9278	HPO	hyperargininemia	Xref -> OMIM
TK2	7084	A0A7P0PE46	ENSG00000166548	DOID:9005815	HPO	Autosomal recessive progressive external ophthalmoplegia	DiseaseName -> Frozenset
TRMT10C	54931	Q7L0Y3	ENSG00000174173	DOID:0111471	HPO	combined oxidative phosphorylation deficiency 30	Xref -> OMIM
GNB4	59345	A0A6Q8PG88	ENSG00000114450	DOID:0110206	HPO	Charcot-Marie-Tooth disease dominant intermediate F	Xref -> OMIM
WWOX	51741	A0A411HBG3	ENSG00000186153	DOID:0080060	HPO	autosomal recessive spinocerebellar ataxia 12	Xref -> OMIM
DYRK1A	1859	Q13627	ENSG00000157540	None	HPO	None	None
SLC9A7	84679	A0A087WXD1	ENSG00000065923	None	HPO	None	None
MECP2	4204	P51608	ENSG00000169057	DOID:9001325	HPO	Atypical Rett syndrome	DiseaseName -> Frozenset
SRY	6736	A7WPV0	ENSG00000184895	DOID:0111778	HPO	46,XY sex reversal 1	Xref -> OMIM
ANKH	56172	A0A2R8Y5E7	ENSG00000154122	DOID:9006590	HPO	Chondrocalcinosis 2	Xref -> OMIM
TERC	7012	None	ENSG00000270141	DOID:2797	HPO	Idiopathic pulmonary fibrosis	Xref -> UMLS
FOXP3	50943	A0A0C4DFW6	ENSG00000049768	DOID:0090110	HPO	immune dysregulation-polyendocrinopathy-enteropathy-X-linked syndrome	Xref -> OMIM
TMEM240	339453	A0A096LNN7	ENSG00000205090	DOID:0050972	HPO	spinocerebellar ataxia type 21	Xref -> OMIM
SERPINC1	462	A0A481U728	ENSG00000117601	DOID:3755	HPO	antithrombin III deficiency	Xref -> OMIM
TFG	10342	A0A6Q8PFC4	ENSG00000114354	DOID:0110809	HPO	Autosomal recessive spastic paraplegia type 57	Xref -> OMIM
DPH1	1801	A0A0A0MTR4	ENSG00000108963	None	HPO	None	None
FARSB	10056	Q9NSD9	ENSG00000116120	DOID:9006686	HPO	Rajab Interstitial Lung Disease with Brain Calcifications 1	Xref -> OMIM
USH1C	10083	E9PNW1	ENSG00000006611	DOID:0110830	HPO	Usher syndrome type 1C	Xref -> OMIM
FGFR2	2263	A0A1B0GYP7	ENSG00000066468	DOID:0111337	HPO	Jackson-Weiss syndrome	Xref -> OMIM
ERCC6	2074	P0DP91	ENSG00000225830	DOID:1324	HPO	Lung cancer	Xref -> OMIM
SDHA	6389	Q0QF12	ENSG00000073578	DOID:0110435	HPO	dilated cardiomyopathy 1GG	Xref -> OMIM
LPAR6	10161	P43657	ENSG00000139679	DOID:0111572	HPO	Woolly hair	Xref -> MeSH
ARV1	64801	H0YEB4	ENSG00000173409	DOID:0050709	HPO	Non-specific early-onset epileptic encephalopathy	Xref -> OMIM
FBLN1	2192	A0A0U1RRA4	ENSG00000077942	DOID:0060242	HPO	Synpolydactyly	Xref -> OMIM
ATXN10	25814	A0A1W2PQD2	ENSG00000130638	DOID:0050960	HPO	spinocerebellar ataxia type 10	Xref -> OMIM
MUSK	4593	F6XAJ2	ENSG00000030304	DOID:0111377	HPO	fetal akinesia deformation sequence syndrome 1	Xref -> OMIM
MYBPC1	4604	F8VZE0	ENSG00000196091	DOID:0060654	HPO	lethal congenital contracture syndrome 4	Xref -> OMIM
RP1	6101	P56715	ENSG00000104237	DOID:10584	HPO	Retinitis pigmentosa	Xref -> UMLS
TREM2	54209	Q9NZC2	ENSG00000095970	DOID:9255	HPO	Semantic dementia	DiseaseName -> Frozenset
PREPL	9581	H7BZP6	ENSG00000138078	DOID:0060858	HPO	2p21 microdeletion syndrome	Xref -> OMIM
SCN4A	6329	P35499	ENSG00000007314	DOID:14451	HPO	Hyperkalemic periodic paralysis	Xref -> UMLS
KRAS	3845	A5HC09	ENSG00000133703	DOID:0111530	HPO	linear nevus sebaceous syndrome	Xref -> OMIM
GDI1	2664	L8EC88	ENSG00000203879	None	HPO	None	None
FSHR	2492	B6UV82	ENSG00000170820	None	HPO	None	None
SLC27A4	10999	A0A024R8D2	ENSG00000167114	DOID:9001309	HPO	Ichthyosis-prematurity syndrome	Xref -> MeSH
OGDH	4967	A5XEI1	ENSG00000105953	DOID:9006776	HPO	Oxoglutarate Dehydrogenase Deficiency	Xref -> OMIM
WNT5A	7474	A0A024R316	ENSG00000114251	None	HPO	None	None
BPTF	2186	J3KSK9	ENSG00000171634	DOID:0060307	HPO	Non-specific syndromic intellectual disability	Xref -> OMIM
COL1A1	1277	T1RTD8	ENSG00000108821	DOID:3507	HPO	Dermatofibrosarcoma protuberans	Xref -> GARD
KLF6	1316	D3GC14	ENSG00000067082	DOID:10283	HPO	prostate cancer	Xref -> OMIM
DUOXA2	405753	Q1HG44	ENSG00000140274	DOID:0112184	HPO	thyroid dyshormonogenesis 5	Xref -> OMIM
ALS2	57679	A0A7P0T976	ENSG00000003393	DOID:9000276	HPO	Juvenile amyotrophic lateral sclerosis	DiseaseName -> Frozenset
TTC8	123016	G3V324	ENSG00000165533	DOID:1935	HPO	Bardet-Biedl syndrome	Xref -> UMLS
CETP	1071	A0A0S2Z3F6	ENSG00000087237	DOID:0111369	HPO	hyperalphalipoproteinemia 1	Xref -> OMIM
PCDH19	57526	Q8TAB3	ENSG00000165194	DOID:0060848	HPO	developmental and epileptic encephalopathy 9	Xref -> OMIM
WNT9B	7484	I3L0L8	ENSG00000158955	None	HPO	None	None
ST14	6768	Q8WVC1	ENSG00000149418	DOID:0060720	HPO	Ichthyosis-hypotrichosis syndrome	Xref -> OMIM
ATP1A3	478	M0R116	ENSG00000105409	DOID:9007693	HPO	Cerebellar ataxia-areflexia-pes cavus-optic atrophy-sensorineural hearing loss syndrome	Xref -> OMIM
SPAG1	6674	Q07617	ENSG00000104450	DOID:0110607	HPO	primary ciliary dyskinesia 28	Xref -> OMIM
RPL15	6138	A0A2R8Y738	ENSG00000174748	DOID:0111882	HPO	Diamond-Blackfan anemia 12	Xref -> OMIM
UBQLN2	29978	Q9UHD9	ENSG00000188021	DOID:332	HPO	Amyotrophic lateral sclerosis	Xref -> UMLS
HNF4A	3172	B9VVT8	ENSG00000101076	DOID:9352	HPO	type 2 diabetes mellitus	Xref -> OMIM
TKT	7086	V9HWD9	ENSG00000163931	DOID:9008862	HPO	Short Stature, Developmental Delay, and Congenital Heart Defects	Xref -> OMIM
UROC1	131669	Q96N76	ENSG00000159650	DOID:0112180	HPO	urocanase deficiency	Xref -> OMIM
LAMB1	3912	A0A7I2V5X5	ENSG00000091136	DOID:0112230	HPO	Cobblestone lissencephaly without muscular or ocular involvement	Xref -> OMIM
GATA1	2623	B7WNQ9	ENSG00000102145	DOID:1339	HPO	Blackfan-Diamond anemia	Xref -> MeSH
TRNS2	4575	None	ENSG00000210184	None	HPO	None	None
TRIM2	23321	A0A6Q8PFE3	ENSG00000109654	DOID:0110161	HPO	Charcot-Marie-Tooth disease type 2R	Xref -> OMIM
TET2	54790	A7E237	ENSG00000168769	DOID:9004835	HPO	Immunodeficiency 75	Xref -> OMIM
COL7A1	1294	B0LXL0	ENSG00000114270	DOID:0080086	HPO	nonsyndromic congenital nail disorder 8	Xref -> OMIM
STRC	161497	F5GXA4	ENSG00000242866	None	HPO	None	None
TRNW	4578	None	ENSG00000210117	DOID:3687	HPO	MELAS syndrome	Xref -> OMIM
CRPPA	729920	A4D126	ENSG00000214960	DOID:0112375	HPO	Congenital muscular dystrophy without intellectual disability	Xref -> OMIM
KYNU	8942	A0A087WYQ7	ENSG00000115919	DOID:0112257	HPO	Hydroxykynureninuria	Xref -> GARD
CACNA1S	779	Q13698	ENSG00000081248	DOID:8545	HPO	Malignant hyperthermia of anesthesia	Xref -> UMLS
KDM5C	8242	P41229	ENSG00000126012	DOID:0060809	HPO	syndromic X-linked intellectual disability Claes-Jensen type	Xref -> OMIM
ELN	2006	A7L3I8	ENSG00000049540	DOID:9008615	HPO	Familial thoracic aortic aneurysm and aortic dissection	DiseaseName -> Frozenset
FGF5	2250	H0Y9E2	ENSG00000138675	DOID:0111566	HPO	familial isolated trichomegaly	Xref -> OMIM
ZSWIM6	57688	Q9HCJ5	ENSG00000130449	None	HPO	None	None
FCGR3B	2215	A0A087WZR4	ENSG00000162747	DOID:11245	HPO	Neonatal alloimmune neutropenia	Xref -> ICD-10
HMOX1	3162	A0A7I2V277	ENSG00000100292	DOID:9008996	HPO	Heme Oxygenase 1 Deficiency	Xref -> OMIM
MIB1	57534	Q86YT6	ENSG00000101752	DOID:9004515	HPO	Left Ventricular Noncompaction 7	Xref -> OMIM
HPS3	84343	L8ECL2	ENSG00000163755	DOID:0060541	HPO	Hermansky-Pudlak syndrome 3	Xref -> OMIM
GP1BB	2812	F1C636	ENSG00000203618	DOID:2217	HPO	Bernard-Soulier syndrome	Xref -> OMIM
RTEL1	51750	R4IXY3	ENSG00000258366	DOID:0070022	HPO	autosomal recessive dyskeratosis congenita 5	Xref -> OMIM
EXOC8	149371	Q8IYI6	ENSG00000116903	None	HPO	None	None
ACTN2	88	A0A494C1A0	ENSG00000077522	DOID:0110458	HPO	Familial isolated dilated cardiomyopathy	DiseaseName -> Frozenset
DMGDH	29958	E5RG50	ENSG00000132837	DOID:9005574	HPO	Dimethylglycine dehydrogenase deficiency	Xref -> OMIM
LPAR6	10161	P43657	ENSG00000139679	DOID:0110698	HPO	Hypotrichosis simplex	Xref -> MeSH
RPGR	6103	Q9HD28	ENSG00000156313	DOID:9562	HPO	Primary ciliary dyskinesia	Xref -> GARD
SMOC1	64093	Q9H4F8	ENSG00000198732	DOID:0060861	HPO	microphthalmia with limb anomalies	Xref -> OMIM
EPHA2	1969	A0A024QZA8	ENSG00000142627	DOID:0110229	HPO	cataract 6 multiple types	Xref -> OMIM
LDHA	3939	F5GXU1	ENSG00000134333	None	HPO	None	None
ARF1	375	P84077	ENSG00000143761	DOID:9002078	HPO	Periventricular Nodular Heterotopia 8	Xref -> OMIM
NOP56	10528	H0Y653	ENSG00000101361	DOID:0050983	HPO	Spinocerebellar ataxia type 36	Xref -> OMIM
NOTCH3	4854	Q9UM47	ENSG00000074181	DOID:0111343	HPO	lateral meningocele syndrome	Xref -> OMIM
ACP5	54	P13686	ENSG00000102575	None	HPO	None	None
GHR	2690	Q9NRZ8	ENSG00000112964	DOID:9007303	HPO	Idiopathic Short Stature, Autosomal	Xref -> OMIM
FRG1	2483	E9PLY7	ENSG00000109536	DOID:0111192	HPO	facioscapulohumeral muscular dystrophy 1	Xref -> OMIM
FAM20A	54757	Q96MK3	ENSG00000108950	DOID:0110066	HPO	amelogenesis imperfecta type 1G	Xref -> OMIM
ACTC1	70	A0A173GMX0	ENSG00000159251	DOID:0110458	HPO	Familial isolated dilated cardiomyopathy	DiseaseName -> Frozenset
INPPL1	3636	H0YFB4	ENSG00000165458	DOID:9002202	HPO	Opsismodysplasia	Xref -> OMIM
AFF2	2334	P51816	ENSG00000155966	DOID:0080984	HPO	X-linked intellectual developmental disorder 109	Xref -> OMIM
TMEM216	51259	Q9P0N5	ENSG00000187049	DOID:0110988	HPO	Joubert syndrome 2	Xref -> OMIM
TGFBR2	7048	W8DYI2	ENSG00000163513	DOID:3883	HPO	Lynch syndrome	Xref -> UMLS
ACTC1	70	A0A173GMX0	ENSG00000159251	DOID:0110456	HPO	dilated cardiomyopathy 1R	Xref -> OMIM
KRAS	3845	A5HC09	ENSG00000133703	DOID:0060688	HPO	arteriovenous malformations of the brain	Xref -> OMIM
LAMA1	284217	A0A1W2PQN4	ENSG00000101680	DOID:9008073	HPO	Ataxia-intellectual disability-oculomotor apraxia-cerebellar cysts syndrome	Xref -> OMIM
GPR179	440435	Q6PRD1	ENSG00000277399	DOID:0110869	HPO	congenital stationary night blindness 1E	Xref -> OMIM
CARD14	79092	A0A3B3ITQ9	ENSG00000141527	DOID:0080475	HPO	psoriasis 2	Xref -> OMIM
RLIM	51132	L0R533	ENSG00000131263	DOID:0060307	HPO	Non-specific syndromic intellectual disability	Xref -> OMIM
SLC4A1	6521	A0A0H3YPP8	ENSG00000004939	DOID:9004970	HPO	Distal Renal Tubular Acidosis 1	Xref -> OMIM
EMC10	284361	M0R1B7	ENSG00000161671	DOID:9007229	HPO	Neurodevelopmental Disorder with Dysmorphic Facies and Variable Seizures	Xref -> OMIM
SCN2A	6326	A0A669KAR0	ENSG00000136531	DOID:0111302	HPO	Generalized epilepsy with febrile seizures-plus	Xref -> OMIM
STT3B	201595	Q8TCJ2	ENSG00000163527	DOID:0080573	HPO	congenital disorder of glycosylation Ix	Xref -> OMIM
CACNA1S	779	Q13698	ENSG00000081248	DOID:9006927	HPO	Thyrotoxic Periodic Paralysis	Xref -> OMIM
DOK7	285489	Q18PE1	ENSG00000175920	DOID:0111376	HPO	fetal akinesia deformation sequence syndrome 3	Xref -> OMIM
KRT14	3861	A0A024R1X6	ENSG00000186847	DOID:0060735	HPO	Autosomal dominant generalized epidermolysis bullosa simplex, severe form	Xref -> OMIM
AXIN2	8313	A0A024R8M3	ENSG00000168646	DOID:9007387	HPO	Oligodontia-Colorectal Cancer Syndrome	Xref -> OMIM
LSM11	134353	P83369	ENSG00000155858	DOID:9001117	HPO	Aicardi-Goutieres Syndrome 8	Xref -> OMIM
TACO1	51204	A0A804HJB7	ENSG00000136463	DOID:3652	HPO	Leigh syndrome with leukodystrophy	Xref -> OMIM
ARSL	415	A0A804HIF5	ENSG00000157399	None	HPO	None	None
KRAS	3845	A5HC09	ENSG00000133703	DOID:3883	HPO	Lynch syndrome	Xref -> UMLS
GDF6	392255	A0PK23	ENSG00000156466	DOID:9009151	HPO	Multiple Synostoses Syndrome 4	Xref -> OMIM
EPHB4	2050	Q96L35	ENSG00000196411	DOID:0081030	HPO	central conducting lymphatic anomaly	Xref -> OMIM
DLX3	1747	O60479	ENSG00000064195	DOID:0110053	HPO	amelogenesis imperfecta type 4	Xref -> OMIM
CYP19A1	1588	A0A024R5S8	ENSG00000137869	DOID:0090122	HPO	aromatase excess syndrome	Xref -> OMIM
NSMF	26012	A0A1B0GUJ1	ENSG00000165802	DOID:0090085	HPO	hypogonadotropic hypogonadism 9 with or without anosmia	Xref -> OMIM
PIK3CA	5290	C9JAM9	ENSG00000121879	DOID:9006085	HPO	Megalodactyly	Xref -> OMIM
CTNND1	1500	A0A669KB62	ENSG00000198561	None	HPO	None	None
GNAL	2774	K7EPE2	ENSG00000141404	DOID:0090055	HPO	Autosomal dominant focal dystonia, DYT25 type	Xref -> OMIM
TMEM165	55858	Q9HC07	ENSG00000134851	DOID:0070263	HPO	congenital disorder of glycosylation type IIk	Xref -> OMIM
COCH	1690	G3V5V4	ENSG00000100473	DOID:0111644	HPO	autosomal recessive nonsyndromic deafness 110	Xref -> OMIM
TBX1	6899	Q152R5	ENSG00000184058	None	HPO	None	None
PUF60	22827	Q9UHX1	ENSG00000274081	DOID:9003952	HPO	Verheij Syndrome	Xref -> OMIM
ZFPM2	23414	E7ET52	ENSG00000169946	DOID:9000460	HPO	Diaphragmatic Hernia 3	Xref -> OMIM
CLN8	2055	A0A0J9YXY6	ENSG00000182372	DOID:0110724	HPO	neuronal ceroid lipofuscinosis 8 northern epilepsy variant	Xref -> OMIM
METTL23	124512	K7EL83	ENSG00000181038	DOID:9006200	HPO	Intellectual Developmental Disorder, Autosomal Recessive 44	Xref -> OMIM
GRIN1	2902	A2AVK2	ENSG00000176884	DOID:9009115	HPO	Neurodevelopmental Disorder with or without Hyperkinetic Movements and Seizures, Autosomal Recessive	Xref -> OMIM
PLAGL1	5325	Q9UM63	ENSG00000118495	None	HPO	None	None
KRT5	3852	Q9UEK9	ENSG00000186081	DOID:0060735	HPO	Epidermolysis bullosa simplex Dowling-Meara type	Xref -> OMIM
IMPG1	3617	A0A0R4J2E9	ENSG00000112706	DOID:10584	HPO	Retinitis pigmentosa	Xref -> UMLS
GPC6	10082	Q9Y625	ENSG00000183098	None	HPO	None	None
NOS3	4846	E7ESA7	ENSG00000164867	DOID:10591	HPO	pre-eclampsia	Xref -> OMIM
OCRL	4952	A0A2R8YF88	ENSG00000122126	DOID:1056	HPO	oculocerebrorenal syndrome	Xref -> OMIM
MMP14	4323	P50281	ENSG00000157227	DOID:0080696	HPO	Winchester syndrome	Xref -> OMIM
MACF1	23499	Q8WXX9	ENSG00000127603	DOID:0112228	HPO	lissencephaly 9 with complex brainstem malformation	Xref -> OMIM
XRCC2	7516	O43543	ENSG00000196584	DOID:0112338	HPO	Male infertility with azoospermia or oligozoospermia due to single gene mutation	DiseaseName -> Frozenset
GDAP1	54332	E7FJF5	ENSG00000104381	DOID:0110167	HPO	Charcot-Marie-Tooth disease axonal type 2K	Xref -> OMIM
TRIO	7204	F5H228	ENSG00000038382	DOID:0070074	HPO	Autosomal dominant non-syndromic intellectual disability 44	Xref -> OMIM
COG1	9382	J3QLT5	ENSG00000166685	DOID:0070259	HPO	congenital disorder of glycosylation type IIg	Xref -> OMIM
FRAS1	80144	Q4W596	ENSG00000138759	None	HPO	None	None
SUFU	51684	A0A6M5WQ99	ENSG00000107882	DOID:2512	HPO	nevoid basal cell carcinoma syndrome	Xref -> OMIM
ASAH1	427	B1B5Q3	ENSG00000104763	DOID:0050464	HPO	Farber disease	Xref -> UMLS
RERE	473	A0A590UK57	ENSG00000142599	DOID:9004468	HPO	Neurodevelopmental Disorder with or without Anomalies of the Brain, Eye, or Heart	Xref -> OMIM
MCPH1	79648	Q6RAB1	ENSG00000147316	None	HPO	None	None
ALG12	79087	Q9BV10	ENSG00000182858	DOID:0080559	HPO	ALG12-CDG	Xref -> GARD
DSG2	1829	A0A804HIA2	ENSG00000046604	DOID:0110458	HPO	dilated cardiomyopathy 1BB	Xref -> OMIM
AMPD2	271	E9PIJ1	ENSG00000116337	DOID:0110814	HPO	hereditary spastic paraplegia 63	Xref -> OMIM
WDPCP	51057	O95876	ENSG00000143951	DOID:1935	HPO	Bardet-Biedl syndrome	Xref -> UMLS
IQCB1	9657	C9JXD7	ENSG00000173226	DOID:14791	HPO	Leber congenital amaurosis	Xref -> UMLS
HOXC13	3229	Q6LAM3	ENSG00000123364	DOID:0111656	HPO	ectodermal dysplasia 9	Xref -> OMIM
MYH7	4625	A0A191TDH2	ENSG00000092054	DOID:0111269	HPO	autosomal dominant hyaline body myopathy	Xref -> OMIM
HIVEP2	3097	P31629	ENSG00000010818	None	HPO	None	None
GEMIN4	50628	P57678	ENSG00000179409	DOID:9002308	HPO	NEURODEVELOPMENTAL DISORDER WITH MICROCEPHALY, CATARACTS, AND RENAL ABNORMALITIES	Xref -> OMIM
SOST	50964	Q9BQB4	ENSG00000167941	DOID:0060756	HPO	sclerosteosis 1	Xref -> OMIM
TGFBR2	7048	W8DYI2	ENSG00000163513	None	HPO	None	None
DMD	1756	Q8WYF2	ENSG00000198947	DOID:9883	HPO	Becker muscular dystrophy	Xref -> GARD
FASLG	356	P48023	ENSG00000117560	DOID:6688	HPO	Autoimmune lymphoproliferative syndrome	Xref -> UMLS
SLC4A1	6521	A0A0H3YPP8	ENSG00000004939	DOID:0110919	HPO	hereditary spherocytosis type 4	Xref -> OMIM
UROC1	131669	Q96N76	ENSG00000159650	DOID:0112180	HPO	Urocanic aciduria	Xref -> UMLS
PSMB9	5698	A0A0G2JJ13	ENSG00000240065	DOID:9009202	HPO	Proteasome-Associated Autoinflammatory Syndrome 3	Xref -> OMIM
WIPI2	26100	A0A024R823	ENSG00000157954	DOID:9007433	HPO	INTELLECTUAL DEVELOPMENTAL DISORDER WITH SHORT STATURE AND VARIABLE SKELETAL ANOMALIES	Xref -> OMIM
RETREG1	54463	A0A804HJ37	ENSG00000154153	DOID:0070155	HPO	hereditary sensory and autonomic neuropathy type 2A	Xref -> OMIM
FKRP	79147	A0A024R0R7	ENSG00000181027	DOID:0111237	HPO	congenital muscular dystrophy-dystroglycanopathy type A1	Xref -> OMIM
PRKACA	5566	A0A7I2V5J4	ENSG00000072062	DOID:9004765	HPO	Cardioacrofacial Dysplasia 1	Xref -> OMIM
DLX3	1747	O60479	ENSG00000064195	DOID:0111565	HPO	trichodontoosseous syndrome	Xref -> OMIM
ODAD2	55130	A0A5F9ZH09	ENSG00000169126	DOID:9562	HPO	Primary ciliary dyskinesia	Xref -> GARD
SLC36A2	153201	E5RGH8	ENSG00000186335	DOID:0112265	HPO	Iminoglycinuria	Xref -> MeSH
CLCN2	1181	A0A1B0GVL9	ENSG00000114859	DOID:9008250	HPO	Leukoencephalopathy with Ataxia	Xref -> OMIM
PIGA	5277	A0A2K4Z9S5	ENSG00000165195	DOID:0080139	HPO	multiple congenital anomalies-hypotonia-seizures syndrome 2	Xref -> OMIM
LMX1A	4009	Q8TE12	ENSG00000162761	DOID:0110591	HPO	autosomal dominant nonsyndromic deafness 7	Xref -> OMIM
PPP1R15B	84919	Q5SWA1	ENSG00000158615	DOID:9006272	HPO	Microcephaly, Short Stature, and Impaired Glucose Metabolism 2	Xref -> OMIM
HFE	3077	H2E8T5	ENSG00000010704	DOID:0111029	HPO	hemochromatosis type 1	Xref -> OMIM
DNAI2	64446	J3KT23	ENSG00000171595	DOID:9562	HPO	Primary ciliary dyskinesia	Xref -> GARD
